1006427700833509367,0
1011856217726812676,0
1013297724055783362,0
1013306480914007427,0
1014074468977287457,0
1014395241544543897,0
1016917300765333579,0
1022110178725809833,0
1022753957023795455,0
1023880955908546633,0
1025375671147422177,0
1031798566361010741,0
1032172292597511964,0
1032617497150137015,0
1035103807719979314,0
1035105362126213699,0
1035111073557092467,0
1035112196122841219,0
1035126628581165924,0
1035127062350678324,0
1035136079801578569,0
1035143796900399495,0
1035379227573710432,0
1036884012287590379,0
1036964150387949982,0
1037939293742568652,0
1037980145557094226,0
1038001699249171906,0
1039839929571152856,0
1042060211722939557,0
1042065724403031975,0
1047162280176383850,0
1050317953680010376,0
1051719373317421030,0
1056806634043011741,0
1056884714914657239,0
1059384084438552741,0
1059384665681032318,0
1059385637122074475,0
1059767174503539448,0
1060888740190588132,0
1062616994467670732,0
1062633207864872441,0
1062977195851756429,0
1064476387920765369,0
1064571251645905307,0
1064574222579659889,0
1065475847238220780,0
1065484184449389962,0
1065484526947810481,0
1069575841647061518,0
1075829420654581630,0
1077827391283891846,0
1082623876155286075,0
1085757963393561137,0
1087307782412724563,0
1087659116920537633,0
1087663073556167357,0
1089769719842487705,0
1089862298237559028,0
1092688423082169360,0
1095193890605535824,0
1095641212350092806,0
1095943122919345132,0
1097734471874187625,0
1097734985239231997,0
1097735480936712281,0
1097816984164209758,0
1098534402259193863,0
1101042367589266630,0
1101360328354100871,0
1105545513287903882,0
1108286376643968329,0
1111566940407328782,0
1118043266694507211,0
1126372283469183646,0
1126386748902518436,0
1127886094714569887,0
1128936437905941669,0
1130722320519043826,0
1132606503701947928,0
1132606694097768793,0
1135801619747037055,0
1139124728649846390,0
1140895474642553489,0
1141710818465536511,0
1144917804053728836,0
1146301471807719797,0
1146301884316273653,0
1148889089590179465,0
1153290411292527730,0
1154643602371869588,0
1161394187589989830,0
1164101231097108177,0
1164835196438641536,0
1169504156843890923,0
1175681073373899635,0
1177108763093073431,0
1177457142295928546,0
1177502476349325531,0
1178603580564709302,0
1178604405214830955,0
1178619998225321164,0
1178932666622254406,0
1179716485964610669,0
1181102750668071754,0
1183980813067560641,0
1183981626097542347,0
1187309896996230929,0
1189859902176314284,0
1190203507868701638,0
1190225686888268271,0
1190339353519084867,0
1191223308062135423,0
1191336410319882395,0
1191646984144073661,0
1191647564692514026,0
1192343354138025111,0
1194925196630583669,0
1199984735514240931,0
1200282774380894666,0
1201770640172049700,0
1202113265674674129,0
1202113367089825549,0
1202628252041387415,0
1203973113322294159,0
1209060923330001564,0
1213335107131111088,0
1219933770643361024,0
1222415005106071130,0
1225331825315767903,0
1227531639317377346,0
1228241080385365112,0
1228394291393186498,0
1232751961399012607,0
1232938270597715648,0
1240214542905546144,0
1240311222335942563,0
1241972455193174381,0
1241974184036736813,0
1242729692779005825,0
1243522322001101654,0
1244276369147986341,0
1244566439099574699,0
1245188647809925802,0
1245239990218842625,0
1247103071165617815,0
1247443349231473429,0
1247455298642121772,0
1247488838988009070,0
1247812873991522343,0
1247814920029280474,0
1250036035163644444,0
1253679400495455391,0
1255840212549473248,0
1258812042996182755,0
1258822853298527064,0
1260119817214368847,0
1263093233714845786,0
1263714925556762060,0
1268572646886110427,0
1270271515595569574,0
1270271597612315305,0
1270707703688679151,0
1273897172120408198,0
1274978308517255181,0
1276408807318279910,0
1277510107892884240,0
1283759100929293634,0
1283772447519033775,0
1283772618112765360,0
1288790550965470652,0
1293808790554441174,0
1293809010431642753,0
1295352669333957084,0
1295371586744107568,0
1297821989008649805,0
593283753236190284,0
595537204792849926,0
609067096740576443,0
616606969019086410,0
616609380289697926,0
616610264459030901,0
616613658719955674,0
616614034019183639,0
620496888588786004,0
621730734767254457,0
621732972386175624,0
623362073988576132,0
719772573977385920,0
823833270663133416,0
831202408887026229,0
848807646879061306,0
866743562700511797,0
870694529598416649,0
874172996252872028,0
899968453913252189,0
915962868430329064,0
925245463621268116,0
925255180415466711,0
926592213352377805,0
928824130038700657,0
935737129491389683,0
936824716557171243,0
937688456018051824,0
938785478639255655,0
940479323357457926,0
950359435582073705,0
958660998129068262,0
958661927024501463,0
